user_id,original_lon,original_lat,anonymized_lon,anonymized_lat,timestamp,cluster_id
20,39.9751616666667,116.319621666667,39.97470186182941,116.349232810758,2011-09-04 14:41:06,0
119,39.954078,116.493382,39.97470186182941,116.349232810758,2008-08-04 17:01:21,0
4,39.941662,116.455956,39.97470186182941,116.349232810758,2009-02-23 02:43:03,0
58,39.9783883333333,116.308788333333,39.97470186182941,116.349232810758,2011-08-30 00:45:25,0
52,39.985108,116.352566,39.97470186182941,116.349232810758,2008-06-04 18:42:55,0
96,40.008075,116.319242,39.97470186182941,116.349232810758,2008-08-27 14:00:04,0
153,39.981014802,116.303548548,39.97470186182941,116.349232810758,2012-04-08 18:39:31,0
42,39.8852049,116.3424716,39.97470186182941,116.349232810758,2009-03-26 02:46:09,0
9,39.999633,116.341169,39.97470186182941,116.349232810758,2008-12-10 00:27:06,0
85,40.067042,116.404917,39.97470186182941,116.349232810758,2009-09-11 15:40:51,0
141,39.9755183333333,116.327575,39.97470186182941,116.349232810758,2011-08-29 10:43:02,0
122,39.968094,116.399576,39.97470186182941,116.349232810758,2009-05-24 22:13:29,0
71,39.986355,116.373398333333,39.97470186182941,116.349232810758,2012-05-05 10:01:22,0
153,39.931585,116.456207,39.97470186182941,116.349232810758,2008-10-03 13:19:29,0
153,39.961304,116.476313,39.97470186182941,116.349232810758,2009-10-11 10:39:06,0
165,39.979735,116.308686666667,39.97470186182941,116.349232810758,2011-11-19 08:25:10,0
39,39.978956,116.341634,39.97470186182941,116.349232810758,2009-07-11 08:13:47,0
25,39.9787683,116.3108316,39.97470186182941,116.349232810758,2009-05-26 06:00:19,0
17,39.9612949,116.2690316,39.97470186182941,116.349232810758,2009-04-16 10:07:08,0
35,39.9841,116.317581,39.97470186182941,116.349232810758,2009-02-26 22:07:58,0
85,39.981373,116.327521,39.97470186182941,116.349232810758,2008-11-16 03:49:58,0
96,39.975058,116.341853,39.97470186182941,116.349232810758,2008-11-17 06:23:28,0
10,40.068633,116.363776,39.97470186182941,116.349232810758,2008-08-01 03:12:03,0
142,39.944353,116.294185,39.97470186182941,116.349232810758,2010-06-25 11:33:05,0
38,39.9684366,116.3099683,39.97470186182941,116.349232810758,2009-03-09 01:58:37,0
22,39.965327,116.314966,39.97470186182941,116.349232810758,2009-03-21 07:49:14,0
41,39.8657416,116.3025,39.97470186182941,116.349232810758,2009-05-07 02:20:52,0
52,39.98663,116.392583,39.97470186182941,116.349232810758,2008-07-09 21:25:20,0
0,40.000656,116.327165,39.97470186182941,116.349232810758,2009-05-08 02:08:12,0
128,40.2308366,116.5170849,39.97470186182941,116.349232810758,2009-06-14 00:49:17,0
128,40.0957483,116.2898066,39.97470186182941,116.349232810758,2008-05-18 08:20:09,0
153,39.784803,116.186815,39.97470186182941,116.349232810758,2011-05-02 12:30:45,0
128,40.0121983,116.3551666,39.97470186182941,116.349232810758,2009-07-31 13:06:20,0
115,40.0137916,116.4718966,39.97470186182941,116.349232810758,2008-05-28 09:41:39,0
68,39.972437,116.418968,39.97470186182941,116.349232810758,2008-11-08 06:50:15,0
35,39.977486,116.327111,39.97470186182941,116.349232810758,2009-04-02 06:30:32,0
168,40.069232,116.328474,39.97470186182941,116.349232810758,2009-10-08 23:17:49,0
13,39.967113,116.389916,39.97470186182941,116.349232810758,2008-11-03 09:55:37,0
128,39.9459383,116.3356949,39.97470186182941,116.349232810758,2008-05-04 07:00:48,0
22,39.970808,116.304037,39.97470186182941,116.349232810758,2009-02-07 00:03:23,0
8,39.981352,116.327405,39.97470186182941,116.349232810758,2008-12-01 05:58:26,0
52,39.985155,116.353667,39.97470186182941,116.349232810758,2008-06-09 12:48:45,0
68,39.956607,116.418479,39.97470186182941,116.349232810758,2009-01-02 02:27:15,0
167,39.974905,116.315105,39.97470186182941,116.349232810758,2008-10-19 13:04:27,0
144,39.8862149,116.1225949,39.97470186182941,116.349232810758,2009-02-20 23:34:56,0
156,39.867011,116.491188,39.97470186182941,116.349232810758,2009-07-11 04:00:21,0
153,40.217451,116.214552,39.97470186182941,116.349232810758,2009-07-09 06:28:12,0
25,39.9843399,116.3108516,39.97470186182941,116.349232810758,2009-05-06 13:08:06,0
4,39.994834,116.326361,39.97470186182941,116.349232810758,2009-01-01 10:43:52,0
167,39.96063,116.413482,39.97470186182941,116.349232810758,2008-07-06 12:10:46,0
3,40.009889,116.322583,39.97470186182941,116.349232810758,2008-12-22 04:06:13,0
36,39.972134,116.338682,39.97470186182941,116.349232810758,2009-04-05 11:51:02,0
17,39.9647516,116.3740733,39.97470186182941,116.349232810758,2008-12-02 06:38:16,0
35,39.981885,116.321132,39.97470186182941,116.349232810758,2009-03-19 09:58:55,0
52,39.989528,116.307343,39.97470186182941,116.349232810758,2008-05-25 07:19:11,0
141,39.9833866666667,116.29882,39.97470186182941,116.349232810758,2011-09-18 09:33:43,0
163,39.966126,116.320998,39.97470186182941,116.349232810758,2010-02-19 02:52:49,0
78,40.014499,116.542993,39.97470186182941,116.349232810758,2008-05-30 08:30:41,0
153,39.98258,116.450781,39.97470186182941,116.349232810758,2010-06-25 00:02:09,0
35,39.977407,116.327626,39.97470186182941,116.349232810758,2009-04-03 06:44:52,0
59,39.975415,116.324238333333,39.97470186182941,116.349232810758,2011-08-29 10:38:27,0
17,39.9869883,116.4000066,39.97470186182941,116.349232810758,2009-06-11 07:18:02,0
128,40.0763666,116.3227649,39.97470186182941,116.349232810758,2010-11-15 00:40:06,0
17,39.9250149,116.3436516,39.97470186182941,116.349232810758,2008-12-26 05:28:33,0
17,39.9693683,116.3320966,39.97470186182941,116.349232810758,2009-01-15 10:55:46,0
