user_id,original_lon,original_lat,anonymized_lon,anonymized_lat,timestamp,cluster_id
20,39.9751616666667,116.319621666667,39.98391696977997,116.3644588585819,2011-09-04 14:41:06,0
119,39.954078,116.493382,39.98391696977997,116.3644588585819,2008-08-04 17:01:21,0
4,39.941662,116.455956,39.98391696977997,116.3644588585819,2009-02-23 02:43:03,0
58,39.9783883333333,116.308788333333,39.98391696977997,116.3644588585819,2011-08-30 00:45:25,0
52,39.985108,116.352566,39.98391696977997,116.3644588585819,2008-06-04 18:42:55,0
96,40.008075,116.319242,39.98391696977997,116.3644588585819,2008-08-27 14:00:04,0
153,39.981014802,116.303548548,39.98391696977997,116.3644588585819,2012-04-08 18:39:31,0
42,39.8852049,116.3424716,39.98391696977997,116.3644588585819,2009-03-26 02:46:09,0
9,39.999633,116.341169,39.98391696977997,116.3644588585819,2008-12-10 00:27:06,0
85,40.067042,116.404917,39.98391696977997,116.3644588585819,2009-09-11 15:40:51,0
141,39.9755183333333,116.327575,39.98391696977997,116.3644588585819,2011-08-29 10:43:02,0
122,39.968094,116.399576,39.98391696977997,116.3644588585819,2009-05-24 22:13:29,0
71,39.986355,116.373398333333,39.98391696977997,116.3644588585819,2012-05-05 10:01:22,0
153,39.931585,116.456207,39.98391696977997,116.3644588585819,2008-10-03 13:19:29,0
153,39.961304,116.476313,39.98391696977997,116.3644588585819,2009-10-11 10:39:06,0
165,39.979735,116.308686666667,39.98391696977997,116.3644588585819,2011-11-19 08:25:10,0
39,39.978956,116.341634,39.98391696977997,116.3644588585819,2009-07-11 08:13:47,0
25,39.9787683,116.3108316,39.98391696977997,116.3644588585819,2009-05-26 06:00:19,0
17,39.9612949,116.2690316,39.98391696977997,116.3644588585819,2009-04-16 10:07:08,0
35,39.9841,116.317581,39.98391696977997,116.3644588585819,2009-02-26 22:07:58,0
85,39.981373,116.327521,39.98391696977997,116.3644588585819,2008-11-16 03:49:58,0
96,39.975058,116.341853,39.98391696977997,116.3644588585819,2008-11-17 06:23:28,0
10,40.068633,116.363776,39.98391696977997,116.3644588585819,2008-08-01 03:12:03,0
142,39.944353,116.294185,39.98391696977997,116.3644588585819,2010-06-25 11:33:05,0
38,39.9684366,116.3099683,39.98391696977997,116.3644588585819,2009-03-09 01:58:37,0
22,39.965327,116.314966,39.98391696977997,116.3644588585819,2009-03-21 07:49:14,0
41,39.8657416,116.3025,39.98391696977997,116.3644588585819,2009-05-07 02:20:52,0
52,39.98663,116.392583,39.98391696977997,116.3644588585819,2008-07-09 21:25:20,0
41,40.3191516,116.7784116,39.98391696977997,116.3644588585819,2009-03-21 05:15:25,0
128,40.2756599,116.3785883,39.98391696977997,116.3644588585819,2010-05-30 06:06:27,0
0,40.000656,116.327165,39.98391696977997,116.3644588585819,2009-05-08 02:08:12,0
